147,570
526,31
219,331
68,227
287,226
289,918
138,475
726,295
720,21
573,263
121,206
103,335
837,462
505,177
372,412
72,513
152,617
152,977
616,859
391,239
609,466
271,823
514,696
644,601
836,485
537,51
897,876
890,533
914,30
600,641
438,907
614,231
350,659
892,916
605,219
29,477
583,988
48,13
363,223
398,699
262,685
119,652
326,125
403,136
113,313
815,519
810,344
834,795
796,913
458,343
24,235
343,559
757,361
767,95
612,667
789,648
305,927
16,852
543,696
196,565
910,431
988,624
699,738
242,254
817,121
964,572
453,615
81,44
543,347
645,595
698,739
989,718
519,448
561,958
255,459
470,173
426,538
676,183
102,227
12,87
468,778
831,768
74,591
993,55
33,838
945,791
772,82
235,423
789,472
477,594
107,879
561,273
370,152
410,787
109,40
228,601
834,855
31,933
534,14
902,557
212,160
96,766
628,846
920,781
412,476
833,209
787,158
986,257
161,984
504,531
650,773
360,280
157,606
864,949
802,985
346,985
286,709
430,181
294,25
841,322
832,521
589,745
164,465
689,819
746,660
846,461
327,881
552,585
219,104
27,550
347,511
296,850
3,511
115,948
661,109
622,244
442,236
215,723
606,662
343,190
230,796
871,318
464,938
944,787
299,366
899,226
206,259
38,99
161,178
691,167
135,640
146,962
151,75
97,879
669,293
48,901
381,472
464,183
617,836
507,212
880,145
683,954
780,602
349,944
21,48
647,344
529,236
529,372
161,15
450,144
912,874
942,651
571,787
738,34
199,656
407,332
236,433
822,860
411,369
279,686
124,468
477,817
948,85
647,624
497,96
689,464
736,488
604,768
424,183
848,268
550,620
652,29
812,995
544,188
914,371
46,445
702,256
214,811
858,691
909,844
51,450
290,282
596,38
24,954
781,417
651,192
205,224
387,196
618,976
771,878
71,456
683,117
573,664
676,741
154,159
728,949
692,268
804,985
226,721
967,224
829,597
412,510
291,970
993,850
247,165
503,120
16,862
645,885
238,845
536,874
207,550
80,852
627,72
780,460
582,572
546,743
458,234
660,21
868,603
210,442
437,318
600,130
350,794
410,908
265,290
296,699
823,855
862,425
636,646
421,913
484,874
41,427
194,374
964,389
970,150
592,840
920,542
574,975
555,837
668,282
234,747
900,309
619,392
824,816
912,973
770,584
366,492
284,446
380,376
751,660
826,136
488,762
6,912
580,134
2,376
791,815
641,406
370,593
885,810
423,652
788,602
840,109
134,290
295,549
90,250
787,338
752,824
893,760
654,572
569,168
695,812
660,494
94,759
919,320
213,314
802,844
105,241
492,192
974,729
988,987
918,650
21,409
786,837
926,682
100,441
209,420
942,620
199,759
419,16
473,287
466,573
277,788
273,691
255,32
550,617
580,689
406,471
412,373
730,38
553,540
169,993
334,891
921,432
849,325
397,877
242,681
701,792
541,58
639,988
482,958
451,220
844,141
787,152
902,375
652,839
970,487
393,757
727,480
838,279
781,756
420,922
90,829
743,213
882,468
513,651
583,852
545,92
84,826
149,935
178,128
580,789
270,327
110,472
946,414
435,257
555,755
318,169
39,362
980,88
365,308
476,924
512,99
658,365
959,3
189,568
434,304
805,991
704,49
502,783
80,266
96,34
892,890
2,313
266,285
989,367
73,200
414,221
845,12
616,197
540,423
705,867
292,445
92,456
883,613
552,813
923,903
700,644
95,293
367,756
191,317
74,233
53,8
227,55
931,601
264,163
982,963
526,225
156,351
54,808
412,884
289,309
907,553
272,917
91,559
562,52
45,787
916,875
732,442
550,103
106,99
664,854
577,520
63,49
144,520
424,224
372,932
515,422
899,799
781,449
62,879
693,883
198,688
517,635
135,219
738,360
24,240
59,378
859,819
100,727
683,178
585,916
586,425
916,32
993,69
768,53
913,675
683,552
277,281
578,44
219,130
843,243
316,622
584,641
713,644
434,72
662,491
464,639
293,810
971,89
12,325
871,593
960,11
51,575
251,528
661,184
702,970
624,764
364,18
862,630
447,444
31,545
240,372
573,50
501,387
507,153
62,55
206,819
61,110
487,385
265,398
960,941
850,594
719,570
748,802
298,761
899,315
782,329
386,97
327,707
115,892
997,266
653,218
320,870
200,557
670,431
418,116
734,947
351,66
935,674
483,866
415,249
212,618
547,918
41,265
877,191
60,647
199,672
357,802
727,60
975,626
922,921
849,561
790,505
268,452
762,617
252,878
63,591
250,548
17,704
964,873
803,960
588,938
525,456
801,304
496,389
425,709
925,483
827,919
802,153
363,679
4,206
507,404
629,793
580,764
390,296
583,730
436,514
303,300
120,737
362,9
685,345
84,557
690,234
812,412
859,357
134,602
986,819
47,737
766,940
210,757
733,222
953,920
952,763
964,464
521,481
897,721
658,836
31,3
377,162
872,190
430,154
274,291
790,582
346,909
220,429
780,792
77,354
553,799
967,910
72,61
742,778
646,690
233,424
480,855
567,482
176,128
765,972
388,360
625,103
300,278
364,494
632,100
76,241
141,752
370,779
668,651
198,574
848,445
424,909
391,965
714,786
357,242
987,291
252,27
719,700
967,235
832,894
660,980
189,102
710,662
521,778
261,439
468,205
858,441
482,620
502,141
595,288
504,484
723,86
398,117
627,738
22,416
113,991
944,679
580,476
534,56
65,628
642,406
900,694
136,937
434,454
334,908
43,329
2,598
483,104
234,347
69,124
770,493
73,236
85,852
934,107
904,293
875,782
601,38
408,851
376,880
174,157
92,26
316,433
557,176
753,731
826,272
323,921
788,68
746,874
184,644
400,631
144,438
535,170
737,345
322,504
8,465
909,950
573,255
817,750
512,365
627,58
509,284
522,545
583,638
319,260
716,655
125,951
329,70
176,607
801,643
442,930
22,947
195,386
684,906
412,775
402,816
651,425
535,129
811,447
293,105
575,500
120,56
460,385
567,82
326,662
307,769
613,596
623,974
884,25
142,502
701,216
689,388
165,364
608,257
15,690
480,602
727,522
845,395
794,729
876,163
581,282
289,624
823,692
58,743
814,508
598,609
609,871
126,141
25,744
296,143
358,263
542,522
825,11
264,540
38,790
54,133
644,40
953,923
735,76
260,931
756,48
639,270
3,733
401,99
19,668
229,539
875,586
944,720
1,517
862,583
36,779
411,714
705,562
645,251
452,922
541,340
120,52
118,767
456,494
478,47
834,345
838,923
986,791
890,995
57,126
768,116
236,937
445,164
523,379
50,991
900,352
928,223
827,224
900,657
976,394
117,395
82,943
442,855
458,437
184,276
512,401
891,651
95,39
613,782
823,416
804,884
733,422
50,121
256,953
957,643
464,286
220,370
182,29
12,637
133,214
424,871
632,828
8,500
419,323
484,953
405,601
536,418
799,523
587,778
290,286
181,603
955,461
363,906
918,772
740,578
108,581
13,63
41,139
9,387
292,781
174,237
123,28
950,992
303,615
482,388
53,17
655,547
784,767
562,53
354,809
411,129
429,810
251,168
762,653
547,705
233,318
65,112
575,795
939,918
285,175
552,368
125,642
551,91
289,206
266,27
605,31
987,842
812,735
562,760
602,794
467,692
904,709
360,821
210,811
471,529
263,206
982,152
784,723
39,8
502,747
583,884
836,563
1,426
952,773
662,810
380,627
331,201
461,579
457,978
976,419
215,926
