496,838
15,628
877,982
32,104
365,990
219,775
50,394
788,459
797,88
969,539
268,999
783,155
150,897
18,480
879,971
987,822
371,246
337,553
743,211
614,834
296,419
563,688
877,35
789,772
828,921
715,574
9,177
617,603
192,907
345,760
186,111
151,631
41,169
942,434
569,401
287,307
770,51
214,95
181,748
473,41
223,46
568,621
45,345
454,405
308,486
176,563
518,686
799,253
655,60
123,172
132,607
902,747
621,123
861,962
789,457
489,274
466,231
792,964
678,195
31,98
785,838
135,164
880,839
607,311
167,67
818,37
935,401
380,244
120,392
470,174
951,364
890,530
435,308
951,923
588,324
809,624
493,284
669,821
936,841
156,557
676,552
647,196
789,875
267,382
79,363
174,37
503,8
609,413
700,864
520,912
408,804
330,835
333,413
296,502
372,766
875,693
129,867
12,189
773,8
609,210
